StateId,Year,Age_LT_1_YR,Age_1_YR,Age_2_YR,Age_3_YR,Age_4_YR,Age_5_YR,Age_6_YR,Age_7_YR,Age_8_YR,Age_0_TO_8_YR,Age_9_YR,Age_10_YR,Age_11_YR,Age_12_YR,Age_13_YR,Age_14_YR,Age_15_YR,Age_16_YR,Age_17_YR,Age_18_YR,Age_19_YR,Age_20_YR,Total,Missing,Mean,Meridian
17,2014,1.0,8.3,14.4,11.5,9.5,9.8,8.8,7.1,4.7,75.1,5.2,3.7,3.5,3.6,1.7,2.7,1.4,1.7,.9,.4,0.0,0.0,695,0,6.0,5.0
18,2014,.3,9.0,11.6,8.5,9.4,10.1,8.1,5.3,5.0,67.2,5.0,3.3,4.1,4.1,3.7,2.4,4.1,3.9,2.1,.2,0.0,0.0,909,0,6.9,6.0
19,2014,2.3,10.3,15.0,11.3,8.8,10.8,8.0,5.3,6.6,78.3,6.1,3.7,3.5,1.0,2.6,1.3,1.8,1.3,.5,0.0,0.0,0.0,622,0,5.5,5.0
20,2014,2.0,12.5,21.4,12.9,9.8,8.1,7.1,5.1,6.4,85.4,4.4,3.4,2.7,1.4,1.0,.7,.7,0.0,.3,0.0,0.0,0.0,295,0,4.6,4.0
21,2014,2.0,16.0,19.5,11.6,9.9,7.6,5.8,4.7,3.2,80.2,2.3,2.6,2.9,1.5,2.6,2.6,2.0,1.5,1.7,0.0,0.0,0.0,344,0,5.1,4.0
22,2014,.7,14.8,14.3,10.9,11.9,10.9,7.0,5.3,5.1,80.6,3.9,4.9,3.2,1.5,1.0,1.2,1.0,.5,.5,1.0,.3,.2,589,0,5.3,4.0
23,2014,3.4,13.5,13.0,11.3,9.9,8.3,7.7,6.3,4.5,78.0,4.2,3.3,3.8,2.4,2.0,2.1,1.6,1.1,1.5,0.0,0.0,0.0,2184,0,5.5,4.0
24,2014,3.1,17.6,16.2,9.0,7.6,9.2,5.1,5.6,5.0,78.5,3.0,2.8,3.1,3.9,3.3,1.7,1.4,.8,1.4,.2,0.0,0.0,642,0,5.3,4.0
25,2014,1.3,8.3,12.1,14.0,9.2,7.6,6.4,7.6,4.5,71.0,5.4,2.9,3.8,4.5,4.8,1.3,1.9,2.9,1.0,.6,0.0,0.0,314,0,6.3,5.0
26,2014,1.5,13.5,13.7,10.1,8.6,7.7,6.9,6.1,5.3,73.3,4.7,4.1,3.5,3.6,2.4,3.0,1.6,2.3,1.0,.2,0.0,.2,1291,0,6.0,5.0
27,2014,1.3,8.5,13.2,11.5,12.4,8.1,8.1,6.8,3.8,73.9,7.3,5.6,5.1,.9,3.4,.4,1.3,.9,1.3,0.0,0.0,0.0,234,0,5.8,5.0
28,2014,1.5,11.1,7.4,11.7,10.6,7.8,8.2,6.3,8.0,72.7,5.2,6.5,5.0,1.7,1.7,2.6,1.3,.7,2.0,.7,0.0,0.0,461,0,6.2,5.0
29,2014,1.1,15.6,15.9,9.9,9.1,7.0,7.3,6.3,4.0,76.1,4.9,4.1,4.0,2.3,2.7,2.3,1.6,1.0,.8,0.0,0.0,0.0,729,0,5.5,4.0
30,2014,0.0,7.5,16.7,10.8,14.2,5.8,10.0,5.8,5.8,76.7,7.5,5.0,3.3,2.5,.8,1.7,2.5,0.0,0.0,0.0,0.0,0.0,120,0,5.6,5.0
31,2014,1.2,10.9,18.2,11.3,11.9,7.2,6.8,6.6,5.0,78.9,3.9,2.5,3.7,2.6,2.6,2.1,2.0,1.1,.5,.1,0.0,0.0,1020,4,5.4,4.0
32,2014,.6,11.4,9.8,10.2,9.5,10.2,7.0,6.3,4.8,69.8,5.4,3.5,4.1,4.4,2.9,3.5,2.9,2.2,1.3,0.0,0.0,0.0,315,0,6.4,5.0
33,2014,.8,5.2,10.8,11.2,10.1,9.2,7.7,6.2,6.1,67.2,5.8,3.8,5.0,3.9,3.5,2.8,2.4,2.2,1.4,1.4,.5,.4,1996,1,6.9,6.0
34,2014,2.2,8.7,15.1,11.1,8.6,8.8,8.1,7.1,4.9,74.5,3.7,3.6,2.7,4.0,2.6,3.1,2.9,1.8,1.2,0.0,0.0,0.0,1176,0,6.0,5.0
35,2014,2.1,6.3,15.6,13.5,7.3,6.3,9.4,10.4,5.2,76.0,6.3,3.1,5.2,3.1,0.0,2.1,1.0,2.1,1.0,0.0,0.0,0.0,96,0,5.9,5.0
36,2014,3.4,15.1,13.5,9.5,10.1,8.2,6.5,5.7,4.1,76.1,3.8,3.0,3.8,2.3,2.7,2.7,2.3,1.4,1.6,.2,0.0,0.0,1406,0,5.6,4.0
37,2014,2.4,13.3,13.5,12.2,9.9,7.5,7.1,5.9,5.1,76.8,3.5,3.9,3.5,3.4,1.9,2.0,2.5,1.1,1.3,.2,0.0,0.0,1382,0,5.6,4.0
38,2014,1.4,7.0,17.1,13.9,12.3,8.1,7.2,7.0,5.3,79.3,5.2,3.8,3.1,2.7,2.0,1.1,1.2,1.2,.4,.1,0.0,0.0,847,0,5.4,4.0
39,2014,1.3,13.2,14.9,11.3,10.1,8.2,7.8,6.4,5.1,78.3,4.1,3.4,3.2,2.8,1.8,2.2,1.4,1.6,.7,.2,.2,.3,1849,0,5.5,4.0
40,2014,2.0,16.3,17.8,10.4,10.9,7.9,4.5,5.4,2.5,77.7,5.0,2.5,2.0,1.5,4.5,3.0,1.5,.5,2.0,0.0,0.0,0.0,202,0,5.2,4.0
41,2014,2.4,12.2,11.8,6.7,6.9,6.5,6.0,5.6,5.6,63.7,3.3,6.2,4.5,4.2,3.1,4.5,3.1,2.9,3.6,.9,0.0,0.0,449,0,7.0,6.0
42,2014,.6,8.8,11.3,13.8,10.7,10.7,8.8,4.4,10.7,79.9,1.9,1.9,4.4,3.1,1.9,2.5,2.5,1.3,.6,0.0,0.0,0.0,159,0,5.9,5.0
43,2014,4.4,12.8,11.5,10.2,7.8,5.7,6.8,5.7,5.6,70.5,5.1,3.4,4.0,2.7,3.7,2.5,3.2,3.4,1.6,0.0,0.0,0.0,1161,0,6.2,5.0
44,2014,1.5,12.4,15.2,11.1,8.8,8.5,7.0,6.5,5.3,76.1,4.4,3.7,3.4,2.9,2.8,2.1,1.6,1.6,1.3,.1,0.0,0.0,5221,0,5.7,5.0
45,2014,10.1,13.2,7.4,8.9,8.8,8.1,6.6,6.0,4.1,73.2,6.3,5.0,2.6,4.1,2.6,1.7,1.5,1.3,1.0,.3,.2,.2,605,0,5.6,5.0
46,2014,2.4,21.3,9.1,7.9,9.8,6.7,7.3,4.3,4.3,73.2,6.1,4.3,2.4,.6,4.9,2.4,3.0,1.8,1.2,0.0,0.0,0.0,164,0,5.7,4.0
47,2014,1.4,9.8,10.0,7.3,9.0,6.6,7.9,5.4,6.6,64.1,4.9,5.4,4.9,4.3,5.1,2.8,2.4,2.8,2.7,.6,0.0,0.0,632,0,7.1,6.0
48,2014,1.2,13.6,17.5,12.0,9.7,9.0,5.5,4.9,4.4,77.8,4.0,3.8,3.0,2.1,1.9,1.9,1.9,1.8,1.6,.1,0.0,0.0,1362,0,5.4,4.0
49,2014,3.3,12.2,13.4,10.3,9.9,8.3,7.2,6.5,5.8,76.8,5.0,3.8,4.1,2.6,2.7,2.0,.6,.9,1.2,.1,0.0,.2,852,0,5.6,5.0
50,2014,6.1,11.8,10.9,9.9,10.5,8.3,7.1,6.8,5.2,76.6,5.0,3.1,2.9,3.3,1.9,1.9,2.0,1.8,1.5,0.0,0.0,0.0,735,0,5.6,5.0
51,2014,0.0,5.3,10.7,13.3,9.3,6.7,9.3,5.3,5.3,65.3,1.3,6.7,1.3,6.7,4.0,5.3,4.0,4.0,1.3,0.0,0.0,0.0,75,0,7.2,6.0
52,2014,9.1,9.1,9.1,27.3,0.0,0.0,9.1,9.1,0.0,72.7,9.1,0.0,0.0,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,5.4,3.0
1,2015,2.1,12.9,10.0,10.7,8.4,6.3,8.8,4.7,6.3,70.1,3.5,4.7,3.9,2.7,2.9,3.3,2.7,2.7,1.2,2.0,.2,0.0,512,0,6.5,5.0
2,2015,1.4,7.0,16.0,9.2,10.1,10.1,6.7,6.7,4.2,71.4,6.2,4.2,4.8,5.0,3.1,2.0,.8,1.1,1.4,0.0,0.0,0.0,357,0,6.1,5.0
3,2015,1.9,16.1,13.0,9.3,7.6,7.1,6.8,6.1,6.0,74.1,5.1,4.3,3.6,3.0,2.6,2.2,2.0,1.9,1.3,.0,0.0,0.0,3236,0,5.8,5.0
4,2015,2.4,13.6,14.5,11.1,10.5,6.5,6.8,6.9,5.5,77.8,3.4,3.8,3.0,2.4,2.6,2.7,1.5,1.6,1.2,0.0,0.0,0.0,740,0,5.5,4.0
5,2015,3.4,15.8,15.8,12.8,9.5,8.1,6.6,5.8,5.1,82.8,3.9,2.9,2.5,2.1,1.7,1.4,1.0,1.0,.6,.1,.0,.0,6078,1,4.9,4.0
6,2015,.9,18.2,16.0,10.9,9.4,6.3,7.1,5.7,4.6,79.0,5.0,3.5,3.5,2.2,1.6,1.6,1.3,1.2,1.0,0.0,0.0,0.0,820,0,5.2,4.0
7,2015,8.9,12.3,14.5,12.4,8.2,6.5,6.7,7.7,4.0,81.3,3.7,3.5,2.3,1.6,2.5,1.2,1.4,1.4,1.2,0.0,0.0,0.0,571,2,5.0,4.0
8,2015,1.3,15.2,22.8,19.0,7.6,6.3,3.8,8.9,1.3,86.1,2.5,3.8,3.8,2.5,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,79,0,4.3,3.0
9,2015,0.0,12.3,14.2,9.4,7.5,12.3,9.4,6.6,2.8,74.5,6.6,.9,2.8,4.7,0.0,1.9,0.0,1.9,1.9,.9,1.9,1.9,106,0,6.2,5.0
10,2015,3.8,13.3,13.9,9.8,7.9,7.6,6.1,6.1,5.7,74.2,3.7,3.1,3.6,3.0,3.0,2.8,2.4,2.2,1.9,.1,0.0,0.0,3431,0,5.9,5.0
11,2015,1.4,10.2,15.6,11.1,8.9,5.4,9.3,6.6,6.6,75.0,5.5,3.7,3.5,2.9,2.1,2.0,2.1,1.3,2.0,0.0,0.0,0.0,912,0,5.9,5.0
12,2015,3.4,15.9,14.8,10.2,12.5,5.7,7.4,8.0,4.5,82.4,5.7,3.4,1.1,1.1,1.7,1.1,1.1,1.1,.6,.6,0.0,0.0,176,0,5.0,4.0
13,2015,.9,11.2,14.8,7.6,11.2,7.2,11.2,8.1,3.6,75.8,3.6,3.1,5.4,.9,1.8,4.0,3.1,1.8,.4,0.0,0.0,0.0,223,0,5.9,5.0
14,2015,.1,4.2,10.9,12.5,11.7,11.3,9.0,8.0,6.7,74.3,5.7,5.0,4.4,3.2,2.5,1.6,1.6,1.1,.6,.1,0.0,0.0,1786,2,6.2,5.0
15,2015,.8,5.6,14.2,10.9,9.5,8.7,8.0,6.8,6.9,71.4,6.4,4.8,4.6,3.3,2.3,2.4,2.1,1.7,.8,.3,0.0,0.0,1152,0,6.3,6.0
16,2015,2.3,12.5,16.4,9.8,9.4,8.4,8.6,6.8,5.4,79.5,4.7,3.1,2.6,1.7,2.9,1.8,1.9,1.0,.7,.1,0.0,0.0,1017,0,5.4,4.0
17,2015,.4,7.7,12.1,13.2,12.5,7.4,6.8,6.9,6.3,73.2,5.4,4.5,3.4,4.1,2.6,3.3,1.1,1.4,.9,.1,0.0,0.0,783,0,6.1,5.0
18,2015,.4,5.9,13.4,9.7,8.2,8.0,7.1,7.3,6.1,66.2,5.9,5.2,3.7,4.1,3.4,3.2,2.5,3.1,2.5,.1,0.0,0.0,961,0,6.9,6.0
19,2015,.8,11.5,15.6,10.3,11.0,8.8,8.5,8.9,6.2,81.4,5.1,3.0,2.6,2.3,1.7,2.1,.5,.6,.8,0.0,0.0,0.0,662,0,5.4,5.0
20,2015,.6,9.1,15.5,17.7,11.9,7.0,7.6,9.1,6.1,84.8,4.9,3.0,.9,.6,.9,1.2,.9,2.1,.6,0.0,0.0,0.0,328,0,5.1,4.0
21,2015,1.0,14.6,22.8,12.9,6.8,5.8,7.5,5.1,4.8,81.3,2.0,3.1,2.0,1.7,4.8,1.7,1.0,.3,1.7,.3,0.0,0.0,294,0,5.1,3.0
22,2015,.8,13.1,17.3,13.4,9.4,9.2,8.7,3.9,5.0,80.6,4.0,4.2,3.1,1.6,1.9,1.1,1.3,1.0,.3,.3,.2,.3,620,3,5.2,4.0
23,2015,3.3,13.3,13.7,10.0,8.9,9.0,7.0,5.6,4.9,75.7,5.0,4.1,3.9,2.8,2.7,2.1,1.1,1.4,1.1,.1,0.0,0.0,1772,0,5.6,5.0
24,2015,4.4,15.6,12.8,9.9,8.2,7.9,6.7,5.7,4.8,75.9,4.6,4.1,3.3,3.0,2.9,1.2,1.5,1.8,1.6,.1,0.0,0.0,735,0,5.5,4.0
25,2015,.6,6.4,9.9,9.9,9.6,9.3,7.4,7.1,7.1,67.3,5.8,4.5,2.2,3.8,4.5,3.8,1.6,4.2,.6,1.6,0.0,0.0,312,0,7.0,6.0
26,2015,2.7,13.9,12.9,8.8,9.2,7.6,6.2,5.7,6.3,73.4,5.5,4.3,3.1,2.5,2.8,3.4,1.8,1.5,1.6,.1,0.0,0.0,1357,0,5.9,5.0
27,2015,.3,7.1,17.4,14.2,11.6,9.4,6.8,7.7,6.5,81.0,2.9,2.9,4.2,3.2,1.9,1.3,1.0,.3,1.0,.3,0.0,0.0,310,0,5.5,4.0
28,2015,1.9,8.8,11.1,9.4,8.8,6.6,8.6,8.3,7.9,71.3,6.2,4.3,4.5,3.4,3.0,1.9,1.5,1.3,1.9,.8,0.0,0.0,533,0,6.4,6.0
29,2015,3.9,15.0,15.3,11.0,7.9,7.9,6.8,5.6,4.6,78.0,5.6,3.5,4.0,2.5,2.5,1.4,.5,1.1,.8,.1,0.0,0.0,799,0,5.2,4.0
30,2015,0.0,4.2,15.3,15.3,7.6,5.1,10.2,6.8,8.5,72.9,6.8,1.7,5.9,2.5,3.4,4.2,0.0,1.7,.8,0.0,0.0,0.0,118,0,6.3,6.0
31,2015,2.0,9.0,17.7,13.4,9.1,9.0,7.6,5.7,4.2,77.7,2.6,3.9,3.3,2.8,2.0,2.3,2.1,2.1,1.1,0.0,0.0,0.0,1072,0,5.6,4.0
32,2015,1.0,8.5,12.5,8.5,7.8,7.8,7.1,6.4,8.1,67.8,7.5,5.4,4.1,6.1,2.0,2.7,2.4,1.4,.7,0.0,0.0,0.0,295,0,6.5,6.0
33,2015,1.1,5.6,10.7,10.6,11.1,8.7,8.4,7.6,5.6,69.4,4.9,5.5,4.1,3.5,2.9,2.8,2.5,1.9,1.2,.8,.2,.2,1933,0,6.7,6.0
34,2015,1.1,9.4,13.7,13.0,8.2,9.3,7.6,5.9,6.1,74.3,5.1,3.5,3.1,3.1,2.5,2.7,2.9,1.5,1.3,0.0,0.0,0.0,1311,0,6.0,5.0
35,2015,1.5,11.3,7.5,12.0,6.8,10.5,9.8,10.5,7.5,77.4,5.3,6.0,1.5,3.0,3.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,133,0,5.9,6.0
36,2015,2.6,14.1,12.4,11.9,7.2,7.3,5.7,5.8,4.7,71.8,4.3,4.0,3.4,3.5,3.0,3.1,2.2,2.6,1.6,.3,0.0,0.0,1334,0,6.0,5.0
37,2015,3.3,11.8,13.9,10.5,8.8,7.8,6.9,6.4,5.6,75.1,5.2,4.3,3.8,2.8,2.6,1.7,2.1,1.0,1.2,.1,0.0,0.0,2159,0,5.7,5.0
38,2015,1.8,7.9,14.5,9.9,10.9,9.0,9.6,7.5,5.6,76.8,5.0,5.1,3.4,2.9,1.6,2.4,.7,1.7,.5,0.0,0.0,0.0,835,0,5.8,5.0
39,2015,1.4,9.7,14.5,12.9,10.3,8.5,7.1,6.7,5.5,76.6,4.2,4.3,2.7,2.9,2.9,1.7,1.5,1.5,1.0,.3,.2,.1,1832,0,5.8,5.0
40,2015,.9,15.2,18.0,12.8,9.0,6.2,6.6,6.6,7.1,82.5,3.3,2.4,1.9,2.8,2.4,1.4,0.0,.9,2.4,0.0,0.0,0.0,211,0,5.1,4.0
41,2015,2.2,12.9,15.1,10.9,8.4,8.2,6.9,5.2,6.0,75.9,3.5,3.5,2.2,1.7,2.7,2.0,1.5,3.2,3.7,0.0,0.0,0.0,403,0,5.9,5.0
42,2015,0.0,6.6,14.9,5.0,11.6,9.1,9.1,9.1,9.1,74.4,7.4,5.0,3.3,3.3,2.5,3.3,0.0,.8,0.0,0.0,0.0,0.0,121,0,6.2,6.0
43,2015,3.1,11.9,11.1,9.0,7.3,7.4,6.1,7.1,4.7,67.6,4.8,4.9,3.4,4.2,2.8,2.8,3.5,3.1,3.0,.1,0.0,0.0,1113,0,6.6,6.0
44,2015,1.9,13.5,16.4,10.1,8.5,7.6,6.9,6.7,5.1,76.6,4.5,3.7,3.2,2.7,2.4,2.0,1.6,1.6,1.4,.1,0.0,0.0,5457,0,5.6,4.0
45,2015,8.5,15.0,8.9,9.4,7.2,7.2,7.5,6.3,6.2,76.1,4.7,3.2,2.0,3.3,1.9,2.3,1.7,1.6,2.0,1.2,0.0,0.0,695,0,5.6,5.0
46,2015,2.1,11.1,11.6,10.1,6.3,8.5,6.9,3.7,8.5,68.8,6.3,4.8,3.2,3.7,3.2,1.1,3.7,1.1,4.2,0.0,0.0,0.0,189,0,6.5,6.0
47,2015,2.0,14.1,8.5,11.2,7.8,5.0,5.0,5.9,5.7,65.1,4.6,4.6,4.6,3.4,3.7,3.7,2.8,2.8,3.7,.7,0.0,0.0,562,0,6.8,6.0
48,2015,1.3,15.1,16.5,10.4,9.2,6.5,6.6,5.9,5.9,77.5,4.2,4.0,3.5,2.4,2.6,2.1,1.2,1.5,1.1,0.0,0.0,0.0,1484,0,5.4,4.0
49,2015,2.9,17.6,10.6,10.6,9.4,7.1,6.3,6.4,6.3,77.2,4.5,3.6,3.9,2.7,2.5,1.9,1.0,1.2,1.5,0.0,0.0,.1,893,0,5.5,4.0
50,2015,4.0,12.3,12.3,11.8,10.1,7.5,6.4,5.1,5.3,74.8,4.8,4.0,4.0,2.2,3.1,2.2,2.0,1.1,1.7,0.0,0.0,0.0,643,0,5.7,4.0
51,2015,2.7,4.1,14.9,14.9,5.4,8.1,4.1,9.5,8.1,71.6,6.8,5.4,8.1,4.1,0.0,2.7,0.0,1.4,0.0,0.0,0.0,0.0,74,0,6.1,5.5
52,2015,5.3,5.3,0.0,5.3,10.5,5.3,10.5,5.3,26.3,73.7,5.3,10.5,0.0,0.0,0.0,0.0,5.3,5.3,0.0,0.0,0.0,0.0,19,0,7.2,8.0
1,2016,2.0,11.2,12.7,9.8,8.8,8.0,6.8,6.2,4.8,70.1,6.0,4.2,4.0,3.0,3.0,2.8,1.8,1.4,1.8,1.6,.4,0.0,502,1,6.3,5.0
2,2016,.3,8.3,10.9,13.1,6.7,10.5,7.7,8.3,7.3,73.2,4.8,6.1,3.2,1.9,2.9,2.6,1.6,1.3,1.9,.6,0.0,0.0,313,0,6.4,6.0
3,2016,1.5,14.9,13.1,10.0,7.3,6.8,6.7,6.8,6.0,73.0,5.7,4.5,3.8,2.8,2.6,2.3,2.2,1.8,1.0,.1,0.0,0.0,3654,0,5.9,5.0
4,2016,3.6,15.8,15.7,12.4,9.1,9.4,4.5,5.0,3.3,78.8,3.6,2.9,2.6,2.2,2.4,2.1,2.8,1.5,1.1,0.0,.1,0.0,758,0,5.2,4.0
5,2016,3.1,16.9,15.5,11.8,9.5,8.1,6.3,5.4,5.0,81.7,4.1,3.3,2.8,2.3,1.5,1.5,1.0,.8,.7,.2,.0,.1,6541,1,4.9,4.0
6,2016,1.7,19.2,17.0,11.0,9.2,6.6,5.4,6.4,5.4,81.8,4.1,3.7,2.7,2.1,1.4,1.5,1.1,.7,.8,0.0,0.0,0.0,839,0,4.9,4.0
7,2016,7.2,12.9,19.5,11.0,7.0,6.2,6.6,3.4,3.8,77.5,3.2,3.2,2.6,2.3,2.5,2.1,1.7,2.3,2.5,.2,0.0,0.0,529,0,5.2,3.0
8,2016,4.0,18.2,13.1,7.1,17.2,6.1,8.1,6.1,2.0,81.8,5.1,4.0,5.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0,4.6,4.0
9,2016,.9,9.1,10.9,10.9,6.4,6.4,5.5,8.2,8.2,66.4,3.6,2.7,4.5,2.7,4.5,5.5,4.5,.9,2.7,0.0,.9,.9,110,0,7.2,6.5
10,2016,3.7,14.1,12.4,11.0,8.7,7.2,6.7,6.0,4.6,74.4,4.7,3.7,3.3,2.7,2.6,2.3,2.0,2.2,2.2,.1,0.0,0.0,3572,1,5.8,5.0
11,2016,1.6,10.0,14.1,12.8,9.4,9.3,6.8,7.1,5.7,76.7,4.2,3.8,3.0,3.2,2.7,2.0,1.6,1.3,1.3,.1,0.0,0.0,1121,0,5.8,5.0
12,2016,3.1,21.7,20.2,8.5,7.8,7.8,4.7,4.7,4.7,82.9,4.7,1.6,2.3,2.3,1.6,0.0,2.3,.8,1.6,0.0,0.0,0.0,129,0,4.6,3.0
13,2016,.5,11.4,15.7,10.3,5.4,3.8,8.1,5.9,5.9,67.0,7.0,2.2,5.9,1.6,3.8,1.6,3.8,2.2,4.3,.5,0.0,0.0,185,0,6.7,6.0
14,2016,.3,5.5,11.0,12.5,11.2,9.6,8.8,7.5,7.1,73.5,6.0,4.3,4.9,3.2,2.5,2.3,1.0,1.0,1.1,.1,0.0,0.0,1546,0,6.3,5.0
15,2016,.8,5.1,14.6,12.6,11.7,8.3,6.9,7.8,5.4,73.2,5.4,4.9,3.6,3.3,3.1,2.0,1.6,1.7,1.0,.1,0.0,.1,1536,0,6.2,5.0
16,2016,2.0,14.0,13.5,11.5,9.1,7.1,5.6,6.4,6.7,75.8,5.4,3.6,2.7,3.3,2.4,1.8,2.2,1.6,1.0,0.0,0.0,0.0,992,0,5.7,4.0
17,2016,.8,7.1,10.7,10.3,9.0,7.6,9.1,8.5,6.9,70.0,5.3,7.0,4.8,3.6,3.7,1.8,1.6,1.0,1.1,0.0,0.0,0.0,870,0,6.5,6.0
18,2016,.3,5.3,13.6,10.6,8.8,9.1,7.9,7.1,6.3,68.8,5.8,4.1,3.7,3.5,2.8,3.4,2.4,2.5,2.6,.3,0.0,0.0,1104,0,6.8,6.0
19,2016,2.1,14.2,16.2,12.9,8.1,7.2,7.4,5.8,6.1,79.9,5.4,4.0,2.3,3.0,1.4,1.4,1.4,.8,.4,0.0,0.0,0.0,727,0,5.2,4.0
20,2016,.3,7.8,20.6,13.5,8.8,11.3,7.0,5.5,5.3,79.9,4.8,2.5,3.3,2.8,1.0,2.5,1.0,.8,1.5,0.0,0.0,0.0,399,0,5.4,4.0
21,2016,3.3,13.6,19.4,14.4,7.8,5.5,6.9,4.2,6.1,81.2,5.3,2.8,4.4,.3,2.5,.8,1.4,.6,.6,0.0,0.0,.3,361,0,4.9,3.0
22,2016,.5,11.0,15.3,12.8,11.4,9.2,9.5,6.2,4.5,80.2,4.4,3.9,3.2,2.6,1.8,1.5,.6,1.2,.3,.2,0.0,.3,666,3,5.4,4.0
23,2016,3.4,13.3,14.4,11.1,8.2,8.3,6.9,6.6,5.6,77.8,4.9,3.3,3.2,3.2,2.0,1.9,1.5,1.1,1.0,.1,0.0,0.0,2078,0,5.4,4.0
24,2016,3.3,15.1,12.9,8.1,7.3,6.2,7.2,5.8,6.9,73.0,4.6,5.3,4.2,2.6,2.9,2.1,2.0,2.1,1.2,0.0,0.0,0.0,899,0,5.9,5.0
25,2016,.3,4.3,12.5,10.0,11.3,9.8,7.0,7.3,4.0,66.3,7.0,6.0,5.3,2.8,3.0,3.0,2.3,2.5,1.0,.8,.3,0.0,400,0,6.8,6.0
26,2016,1.8,14.7,13.4,9.7,9.0,6.7,7.0,6.4,5.3,74.1,5.2,4.3,3.3,3.0,2.8,1.8,2.2,2.2,1.2,.1,0.0,0.0,1591,0,5.8,5.0
27,2016,0.0,10.0,19.2,13.5,6.5,11.5,6.2,5.0,5.4,77.3,2.3,4.2,3.5,3.1,2.3,2.3,.8,2.7,1.2,.4,0.0,0.0,260,0,5.7,5.0
28,2016,2.5,9.7,13.7,8.7,9.9,9.9,7.2,5.2,5.6,72.5,6.4,3.7,4.3,3.3,3.7,1.4,2.3,.8,1.0,.4,0.0,0.0,483,0,6.0,5.0
29,2016,3.0,13.6,16.3,11.8,8.7,8.3,5.3,5.3,5.8,78.0,4.8,3.6,3.0,3.0,2.9,1.6,1.6,1.1,.3,0.0,0.0,0.0,796,0,5.3,4.0
30,2016,3.5,5.9,16.5,10.6,8.2,11.8,5.9,5.9,5.9,74.1,3.5,3.5,5.9,2.4,3.5,1.2,1.2,4.7,0.0,0.0,0.0,0.0,85,0,6.0,5.0
31,2016,1.9,9.1,14.0,12.5,10.6,8.0,7.4,6.4,5.9,75.8,5.1,4.2,3.8,2.5,2.2,2.1,1.5,2.0,.8,0.0,0.0,0.0,1182,3,5.8,5.0
32,2016,0.0,8.8,7.8,9.2,7.2,10.5,4.2,7.2,7.8,62.7,7.5,4.6,4.6,4.6,4.9,2.6,3.9,3.9,.3,.3,0.0,0.0,306,0,7.2,7.0
33,2016,.6,4.7,12.6,10.6,10.9,9.5,7.4,6.5,5.8,68.6,5.4,4.5,3.8,3.1,3.6,2.8,2.3,2.1,2.0,.9,.6,.3,1983,0,6.8,6.0
34,2016,2.1,10.2,14.4,11.4,9.5,5.9,7.5,7.0,6.1,74.2,5.3,4.5,3.3,3.3,2.2,1.9,2.1,1.4,1.9,.1,0.0,0.0,1501,0,5.9,5.0
35,2016,1.5,9.1,7.6,6.1,9.8,10.6,9.1,6.1,5.3,65.2,6.1,4.5,6.1,5.3,2.3,3.0,2.3,3.0,2.3,0.0,0.0,0.0,132,0,7.0,6.0
36,2016,2.5,13.0,13.5,10.8,8.2,7.4,7.2,7.1,4.5,74.3,4.8,3.7,4.2,2.2,3.4,1.6,2.0,1.9,1.8,.3,0.0,0.0,1449,0,5.9,5.0
37,2016,3.1,11.6,12.0,10.6,8.3,7.7,7.2,6.6,5.2,72.3,5.1,4.4,4.2,2.9,2.7,2.5,2.0,2.2,1.6,0.0,0.0,0.0,2487,0,6.0,5.0
38,2016,2.0,6.4,15.2,9.9,9.1,7.3,7.7,7.8,7.4,72.8,6.1,5.3,4.2,3.3,2.7,1.3,1.0,1.6,1.4,.3,0.0,0.0,768,0,6.2,6.0
39,2016,1.4,10.3,14.8,11.7,9.7,8.2,7.0,6.2,6.4,75.8,5.8,4.7,3.1,2.7,2.3,1.8,1.4,1.1,.9,.3,.2,.1,1917,0,5.7,5.0
40,2016,1.4,17.2,17.2,10.4,7.9,6.5,6.5,5.4,6.1,78.5,5.4,1.4,3.6,1.8,1.8,2.5,1.4,1.4,1.8,0.0,.4,0.0,279,0,5.4,4.0
41,2016,2.5,12.2,12.2,10.4,7.2,7.2,5.8,6.5,4.8,68.8,5.8,5.3,5.3,3.5,2.1,3.9,1.6,2.1,1.4,.2,0.0,0.0,433,0,6.2,5.0
42,2016,1.8,4.5,10.0,16.4,11.8,10.0,5.5,7.3,7.3,74.5,5.5,3.6,1.8,3.6,4.5,2.7,2.7,0.0,.9,0.0,0.0,0.0,110,0,6.2,5.0
43,2016,3.4,11.2,10.8,10.4,7.4,7.4,5.1,6.2,5.3,67.2,5.2,4.7,4.9,3.2,3.3,2.9,3.4,2.5,2.7,0.0,0.0,0.0,1224,0,6.5,5.0
44,2016,1.8,13.9,16.2,10.6,8.1,6.8,6.6,6.2,5.5,75.6,4.6,4.1,3.7,2.9,2.4,1.9,1.7,1.6,1.4,.1,0.0,0.0,5723,0,5.6,4.0
